"Google United Kingdom, interface language: English"
Keyword,URL,Tags,"Search vol.",2026-03-07,Dynamics,2026-03-08,Dynamics,2026-03-09,Dynamics,2026-03-10,Dynamics
"low heel strappy sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,1000,5,0,17,-12,7,10,4,3
"Loafers - Women",--,,61300,13,0,32,-19,6,26,5,1
"loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/,,18100,8,0,4,4,5,-1,4,1
"brown loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/brown/,,5400,12,0,2,10,1,1,3,-2
"black loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/black/,,14800,2,0,1,1,10,-9,2,8
"leather loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/,,6600,7,0,9,-2,8,1,6,2
"navy loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/blue/,,4400,6,0,-,0,8,92,7,1
"tan loafers for women",https://www.dunelondon.com/womens-shoes/womens-loafers/,,5400,5,0,5,0,5,0,7,-2
"loafers for women uk",https://www.dunelondon.com/womens-shoes/womens-loafers/,,6600,54,0,-,0,4,96,4,0
"Mens Smart Boots",--,,28760,23,0,16,7,14,2,23,-9
"smart boots for men",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,55,0,10,45,5,5,1,4
"smart mens boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,8,0,7,1,5,2,1,4
"men's smart boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,7,0,2,5,7,-5,7,0
"mens boots smart",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,5,0,-,0,11,89,1,10
"smart boots mens",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,8,0,7,1,1,6,1,0
"mens smart boot",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,8,0,6,2,7,-1,1,6
"smart boots for men",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,7,0,8,-1,5,3,1,4
"smart mens boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,2900,-,0,7,93,12,-5,1,11
"men's smart boots",https://www.dunelondon.com/mens-boots/,,2900,6,0,13,-7,9,4,-,0
"mens smart boots",https://www.dunelondon.com/mens-boots/,,70,11,0,11,0,6,5,5,1
"mens smart black boots",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,480,7,0,10,-3,7,3,35,-28
"mens smart casual boots",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,10,8,0,2,6,2,0,37,-35
"smart boots men",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,90,6,0,2,4,5,-3,1,4
"mens boots smart casual",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,10,1,0,1,0,1,0,39,-38
"smart casual mens boots",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,10,1,0,4,-3,1,3,34,-33
"men smart boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,90,9,0,2,7,4,-2,9,-5
"men's smart boots black",https://www.dunelondon.com/mens-boots/,,90,8,0,3,5,8,-5,-,0
"mens black boots smart",https://www.dunelondon.com/mens-boots/,,90,-,0,7,93,12,-5,9,3
"mens black smart boots",https://www.dunelondon.com/mens-boots/,,90,9,0,4,5,6,-2,6,0
"mens smart brown boots",https://www.dunelondon.com/mens-boots/brown/,,320,8,0,1,7,1,0,3,-2
"smart casual boots mens",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,10,1,0,1,0,-,0,19,81
"men's smart casual boots",https://www.dunelondon.com/mens-boots/,,720,1,0,1,0,1,0,13,-12
"mens smart leather boots",https://www.dunelondon.com/mens-boots/,,70,49,0,7,42,7,0,4,3
"mens smart winter boots",https://www.dunelondon.com/mens-boots/,,90,-,0,-,0,-,0,-,0
"smart brown boots mens",https://www.dunelondon.com/mens-boots/brown/,,320,1,0,1,0,6,-5,1,5
"mens leather smart boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,30,47,0,5,42,9,-4,1,8
"mens smart ankle boots",https://www.dunelondon.com/mens-boots/mens-smart-boots/,,70,42,0,-,0,40,60,-,0
"Platform Boots",--,,24880,68,0,78,-10,78,0,72,6
"platform boots",https://www.dunelondon.com/womens-boots/,,4400,-,0,-,0,-,0,-,0
"black platform boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/black/,,3600,-,0,-,0,-,0,-,0
"platform ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,1100,-,0,-,0,-,0,-,0
"chunky platform boots",https://www.dunelondon.com/editorial/trending/ChunkyBoots.html,,2400,-,0,-,0,26,74,26,0
"white platform boots",https://www.dunelondon.com/womens-boots/,,1900,42,0,-,0,-,0,-,0
"platform boots women",https://www.dunelondon.com/womens-boots/,,2400,-,0,-,0,-,0,-,0
"mens platform boots",https://www.dunelondon.com/mens-boots/,,1300,33,0,33,0,31,2,29,2
"brown platform boots",https://www.dunelondon.com/womens-boots/brown/,,1000,17,0,26,-9,32,-6,18,14
"leather platform boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,220,-,0,-,0,-,0,-,0
"platform sock boots",https://www.dunelondon.com/womens-boots/,,880,33,0,-,0,-,0,-,0
"platform heeled boots",https://www.dunelondon.com/womens-boots/womens-heeled-boots/,,2400,33,0,27,6,-,0,32,68
"heeled platform boots",https://www.dunelondon.com/womens-boots/womens-heeled-boots/,,2400,28,0,26,2,26,0,29,-3
"lace up platform boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,880,-,0,-,0,-,0,-,0
"Chelsea Boots - Generic",--,,49860,57,0,18,39,26,-8,7,19
"platform chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,610,-,0,23,77,-,0,11,89
"chelsea boot",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,5400,-,0,-,0,-,0,9,91
"black chelsea boots",https://www.dunelondon.com/mens-boots/mens-chelsea-boots/,,3600,1,0,5,-4,1,4,5,-4
"leather chelsea boots",https://www.dunelondon.com/mens-boots/mens-chelsea-boots/,,1600,-,0,7,93,23,-16,11,12
"chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,33100,-,0,17,83,4,13,3,1
"chelsea boots black",https://www.dunelondon.com/mens-boots/mens-chelsea-boots/,,220,2,0,4,-2,7,-3,5,2
"chelsea boots brown",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,1500,-,0,9,91,6,3,7,-1
"brown chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,3600,19,0,5,14,13,-8,7,6
"brown chelsea boot",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,80,8,0,7,1,8,-1,5,3
"black chelsea boot",https://www.dunelondon.com/mens-boots/mens-chelsea-boots/,,150,37,0,1,36,1,0,4,-3
"Ankle Boots",--,,87330,22,0,33,-11,36,-3,15,21
"ankle boots women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,14800,6,0,1,5,1,0,5,-4
"ankle boots for women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,2900,1,0,-,0,1,99,7,-6
"black ankle boots women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,6600,25,0,1,24,25,-24,6,19
"women ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,160,8,0,7,1,1,6,8,-7
"black ankle boots for women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,220,22,0,21,1,-,0,1,99
"tan ankle boots women",https://www.dunelondon.com/womens-boots/womens-tan-boots/,,50,18,0,8,10,6,2,8,-2
"brown ankle boots for women",https://www.dunelondon.com/womens-boots/brown/,,480,8,0,8,0,2,6,6,-4
"women's black ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,18100,5,0,27,-22,6,21,3,3
"womens brown ankle boots",https://www.dunelondon.com/womens-boots/brown/,,480,5,0,5,0,3,2,4,-1
"brown ankle boots women",https://www.dunelondon.com/womens-boots/brown/,,3600,6,0,1,5,2,-1,7,-5
"womens ankle boots uk",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,10,7,0,7,0,-,0,9,91
"flat ankle boots for women",https://www.dunelondon.com/womens-boots/womens-flat-boots/,,10,3,0,7,-4,4,3,-,0
"ankle boots womens",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,3200,1,0,-,0,-,0,5,95
"womens black ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,220,2,0,5,-3,-,0,6,94
"tan ankle boots for women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,3600,14,0,8,6,7,1,9,-2
"womens ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,2400,4,0,-,0,2,98,7,-5
"womens black ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,220,1,0,5,-4,2,3,2,0
"womens brown ankle boots",https://www.dunelondon.com/womens-boots/brown/,,480,26,0,2,24,3,-1,5,-2
"womens flat ankle boots",https://www.dunelondon.com/womens-boots/womens-flat-boots/,,10,5,0,-,0,7,93,8,-1
"brown ankle boots women",https://www.dunelondon.com/womens-boots/brown/,,3600,7,0,-,0,1,99,6,-5
"lace up ankle boots womens",https://www.dunelondon.com/womens-boots/,,10,-,0,-,0,-,0,-,0
"leather ankle boots for women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,320,-,0,3,97,-,0,9,91
"women's ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,130,8,0,1,7,-,0,8,92
"womens tan ankle boots",https://www.dunelondon.com/womens-boots/womens-tan-boots/,,10,14,0,10,4,8,2,6,2
"womens leather ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,10,-,0,-,0,-,0,1,99
"suede ankle boots womens",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,10,12,0,19,-7,28,-9,12,16
"women's black ankle boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,18100,1,0,5,-4,1,4,8,-7
"clarks ankle boots womens",https://www.dunelondon.com/,,10,-,0,-,0,-,0,-,0
"suede ankle boots women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,120,17,0,41,-24,41,0,17,24
"ankle boots for women uk",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,10,5,0,7,-2,-,0,10,90
"womens ankle boots heel",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,40,-,0,-,0,-,0,4,96
"womens wide fit ankle boots",https://www.dunelondon.com/womens-wide-fit/ankle-boots/black/,,70,27,0,7,20,26,-19,27,-1
"black ankle boots women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,6600,1,0,23,-22,10,13,1,9
"black ankle boots for women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,220,17,0,21,-4,2,19,1,1
"tan ankle boots women",https://www.dunelondon.com/obsessively-high-heel-ankle-boots-dark-tan-0091500620032581.html,,50,16,0,9,7,8,1,9,-1
"brown ankle boots for women",https://www.dunelondon.com/womens-boots/brown/,,480,10,0,14,-4,2,12,7,-5
"Slouch Boots",--,,12425,79,0,81,-2,85,-4,76,9
"slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,3600,-,0,-,0,-,0,-,0
"black slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,1900,-,0,-,0,-,0,-,0
"slouch ankle boots",https://www.dunelondon.com/womens-boots/,,5,-,0,-,0,-,0,-,0
"mid calf slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,880,-,0,-,0,-,0,32,68
"suede slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,1000,-,0,-,0,-,0,28,72
"womens slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,880,-,0,-,0,-,0,-,0
"brown slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/brown/,,720,28,0,24,4,25,-1,29,-4
"leather slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,590,-,0,19,81,-,0,-,0
"flat slouch boots",https://www.dunelondon.com/womens-boots/womens-flat-boots/,,590,7,0,-,0,-,0,-,0
"slouch knee high boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,880,5,0,14,-9,3,11,7,-4
"ladies slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,10,-,0,-,0,-,0,-,0
"black suede slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,390,-,0,36,64,33,3,25,8
"slouch ankle boots uk",https://www.dunelondon.com/womens-boots/,,260,-,0,-,0,-,0,-,0
"slouch calf boots",https://www.dunelondon.com/womens-boots/,,260,-,0,-,0,-,0,-,0
"pull on slouch boots",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,140,-,0,-,0,-,0,-,0
"wide calf slouch boots",https://www.dunelondon.com/womens-wide-fit/knee-high-boots/,,320,27,0,-,0,-,0,-,0
"Mens Boots Generic",--,,167130,12,0,6,6,34,-28,14,20
"boots for men",https://www.dunelondon.com/mens-boots/,,40500,10,0,18,-8,-,0,9,91
"men's boots",https://www.dunelondon.com/mens-boots/,,4400,1,0,1,0,-,0,10,90
"men boots",https://www.dunelondon.com/mens-boots/,,440,7,0,1,6,2,-1,1,1
"mens boots",https://www.dunelondon.com/mens-boots/,,27800,3,0,7,-4,-,0,3,97
"mens boots uk",https://www.dunelondon.com/mens-boots/,,5400,4,0,6,-2,-,0,9,91
"mens boots",https://www.dunelondon.com/mens-boots/,,27800,2,0,4,-2,8,-4,4,4
"boots for men",https://www.dunelondon.com/mens-boots/,,40500,6,0,2,4,3,-1,2,1
"mens leather boots",https://www.dunelondon.com/mens-boots/,,3600,5,0,5,0,7,-2,4,3
"mens black boots",https://www.dunelondon.com/mens-boots/,,8100,-,0,9,91,3,6,5,-2
"black boots men",https://www.dunelondon.com/mens-boots/,,990,8,0,10,-2,8,2,13,-5
"leather boots for men",https://www.dunelondon.com/mens-boots/,,120,1,0,8,-7,5,3,-,0
"mens suede boots",https://www.dunelondon.com/mens-boots/,,880,1,0,5,-4,5,0,8,-3
"mens brown boots",https://www.dunelondon.com/mens-boots/brown/,,6600,10,0,1,9,1,0,10,-9
"Mens Casual Boots",--,,28010,4,0,13,-9,6,7,15,-9
"mens casual boots",https://www.dunelondon.com/mens-boots/,,3600,1,0,-,0,1,99,6,-5
"mens brown casual boots",https://www.dunelondon.com/mens-boots/brown/,,10,3,0,1,2,8,-7,9,-1
"casual boots men",https://www.dunelondon.com/mens-boots/,,4400,7,0,3,4,38,-35,10,28
"casual mens boots",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,4400,7,0,1,6,1,0,9,-8
"mens casual boot",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,4400,1,0,1,0,1,0,37,-36
"boots mens casual",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,1600,3,0,4,-1,1,3,12,-11
"casual boots mens",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,4400,7,0,2,5,1,1,38,-37
"mens casual boots",https://www.dunelondon.com/mens-boots/,,3600,8,0,1,7,1,0,6,-5
"boots mens casual",https://www.dunelondon.com/mens-boots/,,1600,3,0,2,1,1,1,9,-8
"Shoulder Bags",--,,74920,95,0,77,18,78,-1,71,7
"Shoulder bag",https://www.dunelondon.com/womens-bags/womens-shoulder-bags/,,40500,-,0,-,0,-,0,-,0
"Small shoulder bag",https://www.dunelondon.com/womens-bags/womens-shoulder-bags/,,2400,-,0,-,0,-,0,-,0
"Over shoulder bag",https://www.dunelondon.com/womens-bags/,,1100,-,0,-,0,-,0,-,0
"Silver shoulder bag",https://www.dunelondon.com/womens-bags/,,1900,-,0,42,58,47,-5,-,0
"Over the shoulder bag",https://www.dunelondon.com/womens-bags/,,120,-,0,-,0,-,0,-,0
"Brown shoulder bag",https://www.dunelondon.com/womens-bags/,,4400,-,0,11,89,25,-14,35,-10
"White shoulder bag",https://www.dunelondon.com/womens-bags/womens-handbags/white/,,2900,47,0,-,0,-,0,28,72
"Shoulder bags",https://www.dunelondon.com/womens-bags/,,5400,-,0,-,0,-,0,23,77
"Mens shoulder bags",https://www.dunelondon.com/,,8100,-,0,-,0,-,0,-,0
"Shoulder bags for women",https://www.dunelondon.com/womens-bags/womens-shoulder-bags/,,8100,-,0,17,83,4,13,26,-22
"Crossbody Bags",--,,200020,-,0,-,0,94,6,-,-6
"Crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,40500,-,0,-,0,-,0,-,0
"Crossbody black bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,22200,-,0,-,0,-,0,-,0
"Leather crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,6600,-,0,-,0,-,0,-,0
"Crossbody bag women",https://www.dunelondon.com/womens-bags/,,27100,-,0,-,0,-,0,-,0
"Small crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,3600,-,0,-,0,-,0,-,0
"Crossbody bags",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,5400,-,0,-,0,-,0,-,0
"Crossbody bags for women",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,22200,-,0,-,0,-,0,-,0
"Mens crossbody bag",https://www.dunelondon.com/womens-bags/,,12100,-,0,-,0,-,0,-,0
"Straw crossbody bag",https://www.dunelondon.com/womens-bags/,,3600,-,0,-,0,-,0,-,0
"Ladies crossbody bag",https://www.dunelondon.com/womens-bags/,,22200,-,0,-,0,-,0,-,0
"Leather crossbody handbags",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,12100,-,0,-,0,22,78,-,0
"Black cross body handbag",https://www.dunelondon.com/womens-bags/,,22200,-,0,-,0,-,0,-,0
"Black leather crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,220,-,0,-,0,-,0,-,0
"Womens Boots - Colour",--,,66430,21,0,25,-4,19,6,23,-4
"tan boots women",https://www.dunelondon.com/womens-sale/womens-sale-boots/brown/,,170,2,0,2,0,2,0,8,-6
"womens tan boots",https://www.dunelondon.com/womens-boots/womens-tan-boots/,,6600,4,0,2,2,3,-1,3,0
"tan boots womens",https://www.dunelondon.com/womens-boots/womens-tan-boots/,,6600,10,0,1,9,1,0,2,-1
"women's brown boots",https://www.dunelondon.com/womens-boots/brown/,,14800,1,0,8,-7,-,0,1,99
"browns womens boots",https://www.dunelondon.com/womens-boots/brown/,,14800,4,0,4,0,4,0,3,1
"brown boots women",https://www.dunelondon.com/womens-boots/brown/,,5400,7,0,-,0,4,96,1,3
"black boots women",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,5400,6,0,5,1,6,-1,30,-24
"womens black boots",https://www.dunelondon.com/womens-boots/,,9900,6,0,6,0,17,-11,9,8
"black leather boots for women",https://www.dunelondon.com/womens-boots/,,10,4,0,8,-4,6,2,10,-4
"womens black leather boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/,,40,6,0,4,2,7,-3,7,0
"tan boots for women",https://www.dunelondon.com/womens-boots/womens-tan-boots/,,270,-,0,3,97,3,0,2,1
"womens flat black boots",https://www.dunelondon.com/womens-boots/womens-flat-boots/,,10,1,0,10,-9,2,8,-,0
"womens black walking boots",https://www.dunelondon.com/womens-shoes/,,30,-,0,-,0,-,0,-,0
"black boots womens",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,2400,36,0,-,0,10,90,42,-32
"Womens Boots - Generic",--,,126280,13,0,26,-13,33,-7,31,2
"womens boots",https://www.dunelondon.com/womens-sale/womens-sale-boots/,,27100,1,0,1,0,-,0,37,63
"boots for women",https://www.dunelondon.com/womens-sale/womens-sale-boots/,,27800,4,0,-,0,43,57,-,0
"womans boots",https://www.dunelondon.com/womens-boots/,,14800,1,0,1,0,1,0,3,-2
"ladies boots",https://www.dunelondon.com/womens-boots/,,8000,3,0,6,-3,9,-3,-,0
"boots womens",https://www.dunelondon.com/womens-boots/,,12100,1,0,1,0,4,-3,3,1
"women boots",https://www.dunelondon.com/womens-boots/,,12100,1,0,1,0,29,-28,1,28
"boots women",https://www.dunelondon.com/womens-boots/,,12100,-,0,1,99,2,-1,1,1
"women's boots",https://www.dunelondon.com/womens-boots/,,3600,1,0,-,0,-,0,1,99
"women's boots uk",https://www.dunelondon.com/womens-sale/womens-sale-boots/,,8100,25,0,3,22,2,1,22,-20
"womens leather boots",https://www.dunelondon.com/womens-boots/,,270,6,0,1,5,7,-6,-,0
"shoe boots for women",https://www.dunelondon.com/womens-boots/,,130,7,0,1,6,3,-2,6,-3
"leather boots for women",https://www.dunelondon.com/womens-boots/,,180,3,0,-,0,-,0,1,99
"Boots - Generic",--,,30900,35,0,-,-65,41,59,-,-59
"boots shoes",https://www.dunelondon.com/womens-boots/,,8100,3,0,-,0,10,90,-,0
"leather boots",https://www.dunelondon.com/womens-boots/,,8000,2,0,-,0,12,88,-,0
"boots london",https://www.dunelondon.com/womens-boots/,,14800,-,0,-,0,-,0,-,0
"Women Sandals Colour",--,,910,2,0,33,-31,5,28,31,-26
"black sandals for women",https://www.dunelondon.com/womens-sandals/black/,,910,2,0,33,-31,5,28,31,-26
"Men's Casual Boots",--,,2330,12,0,3,9,15,-12,17,-2
"casual boots for men",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,30,8,0,1,7,1,0,37,-36
"mens brown casual boots",https://www.dunelondon.com/mens-boots/brown/,,10,2,0,1,1,6,-5,3,3
"mens black casual boots",https://www.dunelondon.com/mens-boots/,,590,7,0,3,4,1,2,9,-8
"men's casual boots",https://www.dunelondon.com/mens-boots/,,120,11,0,1,10,1,0,8,-7
"brown boots for men casual",https://www.dunelondon.com/mens-boots/brown/,,1000,12,0,3,9,5,-2,6,-1
"mens casual leather boots",https://www.dunelondon.com/mens-boots/,,390,1,0,1,0,1,0,3,-2
"mens casual suede boots",https://www.dunelondon.com/mens-boots/,,20,7,0,4,3,5,-1,5,0
"mens casual ankle boots",https://www.dunelondon.com/mens-boots/mens-casual-boots/,,170,51,0,11,40,-,0,66,34
